customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
559,Cheryl,Castillo,cherylcastillo@outlook.com,+1-290-695-8921,2025-03-07 21:05:58.459416,Low_Value,Direct,18-25,Low,31.69,0.7,True,False,True,2025-07-04 13:18:02.143489,39,Clothing
560,Katie,Jenkins,katie.jenkins@gmail.com,+1-979-496-9325,2024-09-15 19:54:50.016784,Medium_Value,SMS,18-25,Premium,101.15,0.49,False,False,False,,28,Electronics
561,Brian,Walter,brian358@gmail.com,+1-978-953-9712,2024-09-12 01:30:02.253945,Low_Value,Social,26-35,Premium,95.53,0.85,False,False,False,,9,Beauty
562,Amanda,Gonzales,amanda.gonzales@yahoo.com,+1-642-339-7434,2024-06-12 04:31:33.897781,High_Value,Social,26-35,Low,312.93,0.37,False,False,True,2025-07-04 13:17:04.486521,28,Books
563,Sheryl,Holmes,sheryl427@gmail.com,+1-843-254-9477,2024-01-18 05:58:44.990411,Low_Value,Direct,,Low,71.86,0.62,False,True,True,2025-07-04 13:13:44.932595,25,Electronics
564,Jennifer,Jackson,jenniferjackson@hotmail.com,+1-374-800-7587,2024-12-16 07:10:00.260906,High_Value,Push,26-35,High,454.77,0.22,False,True,True,2025-07-04 13:17:41.447787,40,Clothing
565,Jennifer,Hooper,jennifer406@outlook.com,+1-458-815-6210,2025-03-15 10:49:42.404753,High_Value,SMS,55+,High,385.13,0.27,True,False,True,2025-07-04 13:17:19.326835,27,Sports
566,Sara,Hernandez,sara846@gmail.com,+1-812-524-6127,2024-02-01 01:12:43.436505,Low_Value,Email,18-25,Medium,38.74,0.68,True,True,True,,38,Electronics
567,Lisa,Crosby,lisacrosby@gmail.com,+1-912-897-4258,2024-01-28 16:22:27.055422,High_Value,Push,46-55,High,457.16,0.29,True,True,False,2025-07-04 13:12:47.893361,19,Electronics
568,Brian,Marsh,brianmarsh@yahoo.com,+1-353-341-7840,2025-02-22 05:01:04.950136,New_Customer,SMS,55+,Medium,143.94,0.63,True,True,True,2025-07-04 13:16:44.881319,20,Home
569,Melissa,White,melissa.white@gmail.com,+1-859-490-5401,2025-03-19 20:51:49.786652,Low_Value,Social,18-25,High,92.53,0.87,True,False,True,2025-07-04 13:15:57.920949,26,Clothing
570,Rebecca,Ferrell,rebecca807@hotmail.com,+1-548-863-2825,2023-07-07 17:26:27.988663,Medium_Value,Push,46-55,High,177.47,0.47,False,False,True,2025-07-04 13:13:23.427949,34,Beauty
571,Kenneth,Schneider,kenneth.schneider@gmail.com,+1-999-701-7391,2023-08-01 08:24:45.234127,High_Value,SMS,46-55,High,169.32,0.39,False,True,False,,6,Sports
572,Lisa,Wilkins,lisa.wilkins@outlook.com,+1-738-495-6275,2023-10-17 02:15:06.297360,High_Value,Social,46-55,,376.56,0.39,False,True,False,,44,Home
573,April,Anderson,april348@outlook.com,+1-404-794-4916,2024-04-28 20:58:36.714161,Medium_Value,SMS,36-45,Premium,91.74,0.57,True,True,False,2025-07-04 13:18:05.712853,15,Clothing
574,Roberta,Rice,roberta421@outlook.com,+1-337-411-9787,2025-06-05 12:05:13.782280,High_Value,Email,26-35,Medium,483.84,0.22,False,True,False,2025-07-04 13:12:55.315818,5,Beauty
575,Travis,Orr,travisorr@hotmail.com,+1-681-721-8931,2024-07-16 07:33:40.395529,New_Customer,Email,55+,Premium,45.94,0.72,False,True,True,,31,Books
576,Amber,Vaughan,amber983@outlook.com,+1-636-448-2067,2024-10-17 23:21:03.579500,Medium_Value,SMS,,High,198.8,0.64,False,True,False,,20,Sports
577,Adrienne,Green,adriennegreen@outlook.com,+1-422-583-6266,2023-11-16 14:30:28.644239,New_Customer,Social,,Low,136.07,0.79,False,False,False,2025-07-04 13:16:55.875980,30,Sports
578,Lori,Moss,lorimoss@outlook.com,+1-668-316-6036,2024-08-16 19:31:13.241152,New_Customer,Push,36-45,Medium,69.22,0.64,False,True,True,2025-07-04 13:17:24.588436,38,Electronics
579,Vicki,Jones,vicki179@hotmail.com,+1-581-571-1039,2024-01-14 08:36:54.846193,Medium_Value,SMS,18-25,Low,110.52,0.51,False,True,False,,24,Home
580,Anna,Richard,annarichard@hotmail.com,+1-332-875-2814,2023-10-14 14:37:28.405805,New_Customer,Email,46-55,Low,127.81,0.69,False,True,True,2025-07-04 13:15:01.761630,20,Beauty
581,Timothy,Alexander,timothy.alexander@yahoo.com,+1-743-694-9820,2023-12-26 17:51:19.024316,Medium_Value,Email,18-25,Medium,160.62,0.59,True,True,False,2025-07-04 13:18:42.931778,13,Sports
582,Natalie,Clements,natalieclements@outlook.com,+1-414-787-4064,2023-10-16 17:25:26.426443,Low_Value,Push,26-35,Medium,44.99,0.68,False,False,False,2025-07-04 13:13:46.767793,33,Sports
583,William,Sullivan,william745@hotmail.com,+1-785-881-2117,2024-04-24 07:24:27.519730,High_Value,SMS,36-45,,374.1,0.27,True,True,True,,2,Electronics
584,Doris,Mcdaniel,dorismcdaniel@outlook.com,+1-689-264-4361,2024-05-25 12:16:26.971201,Low_Value,Push,46-55,Low,48.34,0.63,False,True,True,2025-07-04 13:18:14.996183,8,Home
585,Ruben,Donaldson,ruben.donaldson@outlook.com,+1-776-755-6649,2024-04-07 13:16:18.700554,New_Customer,Push,26-35,Medium,65.82,0.79,False,False,False,,15,Clothing
586,Joan,Allison,joanallison@gmail.com,+1-815-793-7341,2024-04-02 12:23:58.424489,Low_Value,Social,18-25,,37.03,0.78,False,False,True,2025-07-04 13:14:05.093877,12,Sports
587,Elizabeth,Sullivan,elizabeth.sullivan@outlook.com,+1-293-432-1573,2024-07-25 16:07:53.659812,Medium_Value,Push,18-25,Premium,155.07,0.42,False,False,False,2025-07-04 13:18:19.296532,9,Home
588,Anne,Miller,annemiller@yahoo.com,+1-255-911-6609,2025-01-15 18:12:55.002790,Medium_Value,Push,55+,Low,90.2,0.51,False,False,True,2025-07-04 13:16:56.654346,37,Books
589,Alexis,Fletcher,alexis.fletcher@outlook.com,+1-785-208-4470,2024-06-18 02:54:35.693686,Low_Value,Push,46-55,Low,78.42,0.9,False,True,True,2025-07-04 13:16:10.617135,38,Home
590,Teresa,Burgess,teresaburgess@hotmail.com,+1-939-274-2939,2024-05-13 12:54:52.222497,High_Value,Email,46-55,Medium,436.64,0.39,True,True,True,2025-07-04 13:14:12.267826,9,Home
591,Katrina,Barr,katrinabarr@yahoo.com,+1-433-844-2514,2023-07-07 14:50:30.568910,Low_Value,Direct,36-45,Premium,47.54,0.73,False,False,True,2025-07-04 13:16:15.759348,41,Books
592,Erik,Johnson,erik.johnsonhotmail.com,+1-501-818-6526,2024-06-13 15:33:20.283172,Medium_Value,SMS,55+,Medium,134.36,0.63,True,False,True,,22,Clothing
593,Scott,Howell,scott.howell@gmail.com,+1-623-223-3543,2024-08-20 02:22:02.768905,New_Customer,SMS,18-25,Medium,81.94,0.66,False,True,False,2025-07-04 13:15:16.602936,3,Electronics
594,Nicole,Ortega,nicoleortega@gmail.com,+1-335-330-5741,2024-07-14 17:04:01.022821,High_Value,Push,46-55,Low,266.91,0.36,True,True,True,2025-07-04 13:17:51.705974,30,Electronics
595,Mary,Richardson,mary.richardson@hotmail.com,+1-295-535-8502,2023-11-23 09:37:00.878473,High_Value,Push,26-35,High,371.68,0.34,False,True,True,2025-07-04 13:13:20.011603,19,Beauty
596,Brian,Fischer,brianfischer@outlook.com,+1-466-591-2811,2024-12-17 07:43:58.340306,Medium_Value,Email,36-45,High,162.05,0.65,True,True,False,2025-07-04 13:18:21.848341,6,Home
597,Robert,White,robertwhite@gmail.com,+1-355-914-9138,2024-07-29 19:04:55.876857,Medium_Value,Email,36-45,High,136.63,0.7,True,True,False,2025-07-04 13:12:48.469072,7,Beauty
598,Laura,Benson,laurabenson@gmail.com,+1-465-201-3524,2025-03-13 11:19:37.746981,High_Value,Social,55+,High,370.51,0.27,False,True,False,2025-07-04 13:16:02.925549,29,Home
599,Scott,Morrison,scott769@yahoo.com,+1-395-941-5383,2023-08-23 00:56:06.103341,Low_Value,Push,26-35,,61.09,0.72,True,False,False,2025-07-04 13:15:11.200770,27,Beauty
600,Travis,Jenkins,travisjenkins@yahoo.com,+1-590-786-4942,2023-08-09 04:33:12.335891,New_Customer,SMS,26-35,Medium,37.82,0.63,False,True,False,2025-07-04 13:16:36.592504,25,Clothing
601,Robert,Mccoy,robert686@gmail.com,+1-660-775-5087,2024-08-22 22:37:08.179742,Medium_Value,Social,18-25,Low,114.84,0.47,True,False,True,2025-07-04 13:18:09.988266,12,Sports
602,Tiffany,Hall,tiffanyhall@yahoo.com,+1-829-707-7213,2023-09-03 02:18:59.720594,High_Value,Social,55+,,349.29,0.39,True,False,False,2025-07-04 13:14:28.030704,14,Clothing
603,Chelsea,Fox,chelsea.fox@hotmail.com,+1-609-680-5587,2023-09-08 17:21:58.372404,Medium_Value,SMS,46-55,Low,107.8,0.66,False,True,True,2025-07-04 13:16:44.530336,28,Electronics
604,Alison,Castillo,alison280@outlook.com,+1-451-971-2994,2025-05-29 19:20:27.103886,New_Customer,SMS,55+,Low,120.6,0.57,False,False,False,2025-07-04 13:18:06.197629,7,Electronics
605,Susan,Mcdaniel,susan196@hotmail.com,+1-240-655-7103,2024-10-29 15:23:14.237813,Low_Value,Email,46-55,,59.34,0.61,True,False,True,2025-07-04 13:13:57.755270,44,Home
606,Ricardo,Andrade,ricardoandrade@gmail.com,+1-604-298-3875,2024-11-14 02:36:55.812518,High_Value,SMS,36-45,Low,471.23,0.26,False,False,False,,29,Books
607,Paige,Bridges,paigebridges@yahoo.com,+1-582-239-8400,2024-11-17 21:11:59.282320,New_Customer,Social,36-45,High,100.13,0.58,False,False,False,2025-07-04 13:13:16.920820,10,Home
608,Stephanie,Cooper,stephaniecooper@yahoo.com,+1-773-366-6169,2025-02-20 12:26:27.918259,New_Customer,Email,46-55,High,142.01,0.55,True,True,False,2025-07-04 13:18:12.291381,37,Electronics
609,Frank,Thomas,frank.thomas@gmail.com,+1-485-236-1212,2023-07-18 06:01:01.874642,High_Value,Email,55+,High,375.57,0.31,False,True,True,,26,Books
610,Edward,Fuentes,edward.fuentes@hotmail.com,+1-631-743-8736,2025-05-19 00:03:08.916598,High_Value,Email,55+,Medium,479.38,0.3,True,False,True,2025-07-04 13:12:49.847606,47,Beauty
611,Ralph,Collins,ralph.collins@outlook.com,+1-677-622-7400,2024-12-31 02:15:19.612005,New_Customer,Push,46-55,Low,56.19,0.63,True,False,False,2025-07-04 13:18:29.155737,24,Electronics
612,Karen,Cabrera,karen327@gmail.com,+1-277-928-4630,2024-02-20 09:38:33.800815,New_Customer,Push,26-35,High,101.78,0.74,True,False,False,2025-07-04 13:17:08.121716,41,Clothing
613,Brian,Payne,brian.payne@yahoo.com,+1-427-992-5813,2024-09-03 10:08:08.905897,New_Customer,Email,26-35,Medium,113.04,0.78,True,True,False,2025-07-04 13:15:39.674698,6,Beauty
614,Brittney,Snow,brittney.snow@hotmail.com,+1-496-526-1432,2024-08-01 17:14:21.638415,New_Customer,Email,18-25,High,48.45,0.64,True,False,True,2025-07-04 13:15:14.103124,2,Books
615,Timothy,Jones,timothy115@hotmail.com,+1-892-672-8640,2025-01-10 14:07:44.236069,Low_Value,SMS,55+,,34.64,0.82,False,True,False,2025-07-04 13:13:26.420345,25,Clothing
616,Rachel,Norman,rachel.norman@outlook.com,+1-872-748-6259,2025-06-18 13:59:12.754155,Medium_Value,Push,55+,Premium,178.54,0.61,True,False,False,2025-07-04 13:16:53.766891,19,Books
617,Whitney,Keller,whitneykeller@yahoo.com,+1-627-366-4759,2023-11-06 01:36:48.794072,High_Value,Push,18-25,High,396.71,0.32,True,True,False,2025-07-04 13:18:21.568712,9,Home
618,Julia,Hensley,juliahensley@gmail.com,+1-965-203-5118,2025-02-05 02:36:56.542434,New_Customer,SMS,46-55,Premium,94.46,0.75,False,True,False,,20,Home
619,Mary,Cameron,mary460@gmail.com,+1-540-698-8927,2023-11-30 21:51:25.167285,New_Customer,Email,26-35,,121.67,0.68,True,True,False,2025-07-04 13:17:58.200112,14,Sports
620,Thomas,Lawson,thomaslawson@gmail.com,+1-997-435-6778,2024-04-10 14:26:30.995006,Medium_Value,Push,26-35,Premium,192.71,0.67,False,True,True,,31,Home
621,Ryan,Gallagher,ryan560@outlook.com,+1-409-576-4338,2024-03-06 12:09:34.404700,Low_Value,SMS,36-45,Low,41.78,0.71,True,False,False,2025-07-04 13:13:23.813795,0,Beauty
622,David,Weiss,davidweiss@yahoo.com,+1-984-434-6294,2025-01-26 06:36:17.254547,New_Customer,SMS,36-45,Premium,106.39,0.75,True,False,False,,37,Beauty
623,Amanda,Harmon,amanda703@gmail.com,+1-973-440-8959,2024-03-08 15:14:58.195241,Low_Value,Social,26-35,High,72.33,0.9,False,False,True,2025-07-04 13:15:31.511886,33,Electronics
624,Stacey,Carter,stacey.carter@hotmail.com,+1-780-567-9970,2024-03-11 22:20:10.880363,High_Value,Push,26-35,Medium,187.91,0.23,False,True,True,2025-07-04 13:13:01.513784,28,Electronics
625,Brian,Graves,briangraves@yahoo.com,+1-353-847-8727,2023-12-15 22:05:50.689955,Low_Value,Social,46-55,High,84.36,0.67,False,True,False,2025-07-04 13:18:36.838605,42,Electronics
626,Elizabeth,Hernandez,elizabeth.hernandez@yahoo.com,+1-504-990-1458,2025-03-30 11:50:46.153206,High_Value,SMS,46-55,Medium,220.99,0.29,False,True,False,2025-07-04 13:13:59.338126,33,Home
627,Jacob,Perez,jacob.perez@hotmail.com,+1-404-577-6071,2024-12-16 12:17:52.242127,New_Customer,Email,26-35,High,79.27,0.5,True,False,True,2025-07-04 13:16:16.630558,6,Home
628,Kimberly,Anderson,kimberly25@gmail.com,+1-686-509-3666,2023-12-20 08:09:28.384317,High_Value,Push,,Premium,365.73,0.28,False,True,False,2025-07-04 13:13:32.916894,9,Sports
629,Emily,Torres,emily.torres@yahoo.com,+1-966-774-8147,2023-08-17 19:22:54.523420,New_Customer,SMS,55+,,121.64,0.78,True,False,False,,38,Books
630,Jennifer,Black,jenniferblack@gmail.com,+1-893-716-6611,2024-08-14 10:46:20.301497,New_Customer,Push,18-25,High,117.46,0.52,True,False,False,2025-07-04 13:15:52.041765,16,Beauty
631,Amy,Lane,amylane@yahoo.com,+1-852-363-3364,2025-06-16 21:15:53.037667,New_Customer,Push,55+,Medium,37.26,0.57,True,False,False,2025-07-04 13:14:52.389658,16,Home
632,Lindsey,Young,lindseyyoung@hotmail.com,+1-340-230-1878,2023-12-14 06:38:36.086061,High_Value,Direct,36-45,,304.95,0.24,False,True,True,2025-07-04 13:15:12.474916,47,Beauty
633,Corey,Thomas,corey.thomas@outlook.com,+1-231-724-5028,2025-02-07 02:51:34.462777,Medium_Value,Social,18-25,High,195.76,0.46,True,True,True,2025-07-04 13:13:00.353279,24,Sports
634,Sheila,Smith,sheila8@outlook.com,+1-824-748-1837,2024-08-08 01:19:44.645868,Medium_Value,Email,36-45,Premium,125.55,0.69,True,False,True,2025-07-04 13:14:46.833339,40,Books
635,Robert,Smith,robertsmith@outlook.com,+1-729-538-7691,2025-02-27 15:20:02.329395,High_Value,Social,36-45,Medium,165.19,0.34,False,False,True,2025-07-04 13:14:46.013284,20,Clothing
636,Donna,Miller,donna983@gmail.com,+1-730-638-4823,2024-10-20 00:20:23.942550,High_Value,Push,26-35,High,478.23,0.32,False,True,False,2025-07-04 13:14:06.860701,39,Electronics
637,Donald,Peters,donald.peters@hotmail.com,+1-504-541-7471,2024-04-14 08:28:27.798058,Medium_Value,Push,36-45,Premium,86.41,0.63,True,False,True,2025-07-04 13:13:21.418879,12,Sports
638,Sean,James,sean.james@outlook.com,+1-941-728-1455,2025-04-03 12:16:19.351770,Low_Value,Social,26-35,Premium,26.68,0.89,False,False,True,2025-07-04 13:17:59.551138,13,Beauty
639,Diana,Cooke,diana111@yahoo.com,+1-773-428-7269,2024-04-15 15:10:45.444999,Low_Value,Push,46-55,Premium,64.86,0.61,True,False,False,2025-07-04 13:13:35.113514,44,Books
640,Casey,Case,casey643@outlook.com,+1-955-411-2127,2025-05-29 17:05:28.547121,Medium_Value,Direct,55+,High,100.7,0.47,True,False,True,2025-07-04 13:17:26.625100,39,Electronics
641,Meagan,Diaz,meagan.diazhotmail.com,+1-498-621-6753,2023-07-23 02:02:48.823813,New_Customer,Push,46-55,High,54.41,0.56,True,True,False,2025-07-04 13:14:23.425720,44,Clothing
642,Jacqueline,Lewis,jacqueline875@gmail.com,+1-375-897-6205,2024-11-25 01:46:52.282756,Medium_Value,Social,26-35,Medium,111.63,0.41,False,False,False,2025-07-04 13:17:11.536570,50,Sports
643,Samuel,Gonzalez,samuel889@gmail.com,+1-624-866-7460,2024-09-29 03:11:46.029841,Low_Value,Email,26-35,Premium,26.63,0.6,True,False,True,2025-07-04 13:15:42.370142,20,Sports
644,Craig,Harrison,craig104@yahoo.com,+1-613-262-5785,2024-08-21 22:17:09.390892,Medium_Value,SMS,36-45,Low,107.24,0.59,True,False,True,2025-07-04 13:13:37.677822,13,Home
645,David,Kramer,davidkramer@gmail.com,+1-564-791-5154,2025-05-31 22:16:42.382436,Medium_Value,Email,26-35,Medium,197.12,0.62,True,True,True,2025-07-04 13:18:18.698220,12,Sports
646,Sergio,Mcmahon,sergio767@yahoo.com,+1-948-606-3538,2024-12-02 23:47:16.845893,High_Value,Social,26-35,Low,424.35,0.38,True,False,False,2025-07-04 13:13:11.433895,13,Electronics
647,Nancy,Fuentes,nancyfuentes@gmail.com,+1-947-784-6069,2025-01-15 21:02:56.623346,High_Value,Email,36-45,Low,398.14,0.21,True,False,True,2025-07-04 13:17:57.357427,28,Sports
648,Angelica,Graham,angelica808@hotmail.com,+1-847-818-4829,2024-12-01 19:03:30.688050,Low_Value,Push,18-25,Premium,37.84,0.84,True,True,True,2025-07-04 13:14:48.544704,30,Books
649,Philip,Carrillo,philip567@hotmail.com,+1-891-217-4639,2024-09-17 18:18:16.317868,Low_Value,Email,36-45,Medium,86.31,0.88,True,False,False,2025-07-04 13:18:30.875308,24,Clothing
650,Edward,Greene,edwardgreene@gmail.com,+1-852-699-3848,2023-08-04 02:57:31.485107,High_Value,Email,55+,Low,345.65,0.23,False,False,True,2025-07-04 13:13:20.822785,7,Beauty
651,Justin,Juarez,justin558@outlook.com,+1-213-268-7985,2025-05-31 17:21:43.761712,Low_Value,SMS,36-45,High,52.01,0.83,True,False,True,2025-07-04 13:15:40.888627,4,Books
652,Cassandra,Smith,cassandrasmith@hotmail.com,+1-542-857-8034,2024-03-22 21:11:57.989278,Medium_Value,Direct,,Medium,104.84,0.52,False,False,False,2025-07-04 13:17:35.917137,4,Electronics
653,Jonathan,Peterson,jonathan.peterson@hotmail.com,+1-666-638-6508,2024-04-07 02:42:56.815760,Low_Value,Email,46-55,Medium,80.15,0.73,False,False,True,2025-07-04 13:18:00.405315,11,Beauty
654,Kari,Reynolds,kari.reynolds@hotmail.com,+1-333-894-4226,2025-05-21 17:14:08.167183,Low_Value,Direct,26-35,Medium,98.06,0.72,False,False,True,2025-07-04 13:17:44.538854,27,Home
655,Thomas,Davis,thomas922@outlook.com,+1-576-781-2536,2024-09-18 22:04:04.836278,Low_Value,Direct,55+,High,35.03,0.9,False,True,True,2025-07-04 13:15:06.486280,29,Electronics
656,Timothy,Henderson,timothy.henderson@yahoo.com,+1-758-359-4230,2025-01-07 01:19:21.406971,High_Value,Email,18-25,High,308.55,0.22,True,True,True,2025-07-04 13:12:56.909593,6,Electronics
657,Scott,White,scottwhite@yahoo.com,+1-802-567-7680,2023-11-06 10:57:53.674970,High_Value,Social,46-55,High,449.27,0.22,True,True,True,2025-07-04 13:14:13.756845,26,Sports
658,Kenneth,Stevenson,kenneth.stevenson@yahoo.com,+1-877-352-7579,2024-06-19 19:16:10.797140,Medium_Value,SMS,18-25,,145.05,0.46,True,False,False,2025-07-04 13:14:57.750124,31,Books
659,Michael,Hunt,michaelhunt@outlook.com,+1-805-344-5857,2025-01-12 12:02:00.830402,Medium_Value,Push,36-45,High,109.2,0.48,False,False,True,2025-07-04 13:18:12.437177,41,Clothing
660,Stefanie,Jones,stefanie.jones@yahoo.com,+1-520-977-9953,2025-06-29 04:34:22.531946,High_Value,Social,18-25,High,375.74,0.23,False,False,True,2025-07-04 13:16:04.773682,38,Books
661,Tami,Hickman,tami663@outlook.com,+1-285-291-6297,2023-07-18 01:01:19.560429,Medium_Value,Direct,46-55,Medium,195.51,0.52,False,True,True,2025-07-04 13:16:45.142672,15,Books
662,William,Prince,williamprince@yahoo.com,+1-244-676-3854,2025-04-14 23:17:05.962573,High_Value,Email,55+,,202.67,0.23,True,True,False,2025-07-04 13:15:56.851135,10,Electronics
663,Ashley,Jackson,ashleyjackson@outlook.com,+1-868-811-6320,2024-11-18 16:47:09.769102,Medium_Value,Direct,26-35,High,138.37,0.68,False,True,True,2025-07-04 13:15:04.381201,37,Sports
664,Amy,Figueroa,amy.figueroa@hotmail.com,+1-889-278-2564,2023-11-08 20:54:45.788396,High_Value,Direct,55+,High,229.96,0.24,False,False,True,,27,Sports
665,Jessica,Medina,jessica.medina@gmail.com,+1-596-527-3387,2024-11-14 13:38:20.443009,New_Customer,Social,18-25,High,73.73,0.65,False,False,False,2025-07-04 13:13:15.619665,7,Electronics
666,Mandy,Jones,mandy352@gmail.com,+1-861-790-5143,2024-03-12 05:18:36.111471,High_Value,Push,26-35,,249.64,0.35,False,True,False,2025-07-04 13:18:07.745925,19,Sports
667,William,Smith,william.smith@hotmail.com,+1-607-641-8715,2024-06-25 00:59:42.185569,Low_Value,Direct,18-25,High,99.37,0.77,False,False,True,,10,Electronics
668,Cassandra,Carter,cassandracarter@outlook.com,+1-761-554-4994,2023-07-21 20:48:52.090154,New_Customer,SMS,46-55,Medium,37.75,0.56,False,True,False,2025-07-04 13:13:17.315535,3,Clothing
669,Kristen,Chavez,kristen625@outlook.com,+1-396-267-7535,2025-02-08 07:59:37.024883,Medium_Value,Social,26-35,Low,113.72,0.42,False,True,True,2025-07-04 13:17:11.089625,8,Home
670,Lisa,Davies,lisa985@yahoo.com,+1-743-722-5094,2024-08-04 01:16:02.112314,High_Value,Email,,Premium,309.86,0.4,True,False,False,2025-07-04 13:17:36.630608,19,Sports
671,Ruth,Williams,ruth238@yahoo.com,+1-909-577-9189,2024-01-02 18:06:45.269982,Medium_Value,Email,26-35,Medium,102.72,0.41,False,True,True,2025-07-04 13:12:47.404552,40,Home
672,Tiffany,Acosta,tiffanyacosta@gmail.com,+1-888-594-3719,2024-01-15 08:58:51.384942,High_Value,Direct,46-55,High,333.7,0.23,False,False,False,2025-07-04 13:16:59.696670,38,Electronics
673,Kristen,Butler,kristen.butler@outlook.com,+1-308-323-5715,2024-11-14 04:05:58.496668,New_Customer,Email,36-45,Premium,75.11,0.51,True,True,False,2025-07-04 13:17:38.321067,15,Beauty
674,John,Harrell,john.harrell@hotmail.com,+1-612-921-2686,2024-06-06 06:22:45.636604,Medium_Value,Direct,46-55,Medium,195.26,0.52,False,True,False,2025-07-04 13:16:33.589316,13,Clothing
675,Kimberly,Gray,kimberly.gray@yahoo.com,+1-518-396-4923,2024-09-30 15:58:10.429406,Low_Value,Email,26-35,High,92.66,0.84,False,True,False,2025-07-04 13:18:28.157130,42,Home
676,Michelle,Guerra,michelleguerra@hotmail.com,+1-616-835-9269,2023-10-15 03:56:52.905742,New_Customer,Direct,36-45,Low,129.52,0.72,False,False,True,2025-07-04 13:18:06.831191,34,Sports
677,Dorothy,Lozano,dorothy.lozano@outlook.com,+1-538-375-1550,2023-08-12 10:45:48.180465,Medium_Value,SMS,55+,Low,176.22,0.59,False,True,True,2025-07-04 13:17:36.199461,5,Clothing
678,Jason,Ortiz,jason.ortiz@outlook.com,+1-805-487-4577,2024-11-30 03:25:01.356404,High_Value,Social,18-25,Medium,239.62,0.39,True,False,True,2025-07-04 13:18:19.946218,37,Clothing
